FlexiSol Name,IUPAC Name,Solvent,SMILES,Value (\kcalpmole),Ref.
difenoconazole,"1-[[2-[2-chloro-4-(4-chlorophenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",water,CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,-12.9,10.5194/acp-23-10901-2023
difethialone,"3-[3-(4'-Bromo-4-biphenylyl)-1,2,3,4-tetrahydro-1-naphthalenyl]-2-hydroxy-4H-thiochromen-4-one",water,c1ccc2c(c1)CC(CC2c3c(=O)c4ccccc4sc3O)c5ccc(cc5)c6ccc(cc6)Br,-5.99,10.5194/acp-23-10901-2023
diisobutylphtalate,Diisobutyl phthalate,water,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,-5.37,10.5194/acp-23-10901-2023
dimethylhexahydroterephtalate,"Dimethyl 1,4-cyclohexanedicarboxylate",water,COC(=O)C1CCC(CC1)C(=O)OC,-7.36,10.5194/acp-23-10901-2023
diofenolan,"2-Ethyl-4-[(4-phenoxyphenoxy)methyl]-1,3-dioxolane",water,CCC1OCC(O1)COc2ccc(cc2)Oc3ccccc3,-7.6,10.5194/acp-23-10901-2023
dioxacarb,"2-(1,3-Dioxolan-2-yl)phenyl methylcarbamate",water,CNC(=O)Oc1ccccc1C2OCCO2,-12.6,10.5194/acp-23-10901-2023
dioxydimethanol,Dioxydimethanol,water,C(O)OOCO,-9.6,10.5194/acp-23-10901-2023
diphenadione,"2-(Diphenylacetyl)-1H-indene-1,3(2H)-dione",water,c1ccc(cc1)C(c2ccccc2)C(=O)C3C(=O)c4ccccc4C3=O,-11.2,10.5194/acp-23-10901-2023
diphenylmethane,"1,1'-Methylenedibenzene",water,C(C1C=CC=CC=1)C1C=CC=CC=1,-3.11,10.5194/acp-23-10901-2023
disperseblue1,"1,4,5,8-Tetraamino-9,10-anthraquinone",water,c1cc(c2c(c1N)C(=O)c3c(ccc(c3C2=O)N)N)N,-6.91,10.5194/acp-23-10901-2023
dispersered1,2-(Ethyl{4-[(Z)-(4-nitrophenyl)diazenyl]phenyl}amino)ethanol,water,[O-][N+](=O)c1ccc(cc1)/N=N\c2ccc(cc2)N(CCO)CC,-15.7,10.5194/acp-23-10901-2023
dmba,"7,12-Dimethyltetraphene",water,Cc1c2ccccc2c(c3c1ccc4c3cccc4)C,-5.2,10.5194/acp-23-10901-2023
dyprodinil,4-Cyclopropyl-6-methyl-N-phenyl-2-pyrimidinamine,water,Cc1cc(nc(n1)Nc2ccccc2)C3CC3,-7.47,10.5194/acp-23-10901-2023
endrin,"(1R,2R,7S,8S,9S,11R)-3,4,5,6,13,13-Hexachloro-10-oxapentacyclo[6.3.1.1~3,6~.0~2,7~.0~9,11~]tridec-4-ene",water,C1[C@@H]2[C@@H]3[C@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,-4.87,10.5194/acp-23-10901-2023
ethofumesate,"2-Ethoxy-3,3-dimethyl-2,3-dihydro-1-benzofuran-5-yl methanesulfonate",water,CCOC1C(c2cc(ccc2O1)OS(=O)(=O)C)(C)C,-7.95,10.5194/acp-23-10901-2023
etoxazole,"4-(4-tert-butyl-2-ethoxyphenyl)-2-(2,6-difluorophenyl)-4,5-dihydro-1,3-oxazole",water,CCOC1=C(C=CC(=C1)C(C)(C)C)C2COC(=N2)C3=C(C=CC=C3F)F,-7.33,10.5194/acp-23-10901-2023
eugenol,4-Allyl-2-methoxyphenol,water,COc1cc(ccc1O)CC=C,-5.95,10.5194/acp-23-10901-2023
famoxadone,"3-Anilino-5-methyl-5-(4-phenoxyphenyl)-1,3-oxazolidine-2,4-dione",water,CC1(C(=O)N(C(=O)O1)Nc2ccccc2)c3ccc(cc3)Oc4ccccc4,-7.8,10.5194/acp-23-10901-2023
fenoxyprop-p-ethyl,"Ethyl (2R)-2-{4-[(6-chloro-1,3-benzoxazol-2-yl)oxy]phenoxy}propanoate",water,CCOC(=O)[C@@H](C)Oc1ccc(cc1)Oc2nc3ccc(cc3o2)Cl,-8.44,10.5194/acp-23-10901-2023
fenpiclonil,"4-(2,3-Dichlorophenyl)-1H-pyrrole-3-carbonitrile",water,c1cc(c(c(c1)Cl)Cl)c2c[nH]cc2C#N,-9.07,10.5194/acp-23-10901-2023
fenpropathrin,"[cyano-(3-phenoxyphenyl)methyl] 2,2,3,3-tetramethylcyclopropane-1-carboxylate",water,CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C,-2.91,10.5194/acp-23-10901-2023
fenpyroximate,"tert-butyl 4-[[(1,3-dimethyl-5-phenoxypyrazol-4-yl)methylideneamino]oxymethyl]benzoate",water,CC1=NN(C(=C1C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)OC3=CC=CC=C3)C,-5.53,10.5194/acp-23-10901-2023
ferimzone,"(2E)-4,6-Dimethyl-2-{(2Z)-[1-(2-methylphenyl)ethylidene]hydrazono}-1,2-dihydropyrimidine",water,CC1C=C(C)N/C(/N=1)=N\N=C(C)C1=CC=CC=C1C,-11.7,10.5194/acp-23-10901-2023
flamprop-m-isopropyl,propan-2-yl 2-(N-benzoyl-3-chloro-4-fluoroanilino)propanoate,water,CC(C)OC(=O)C(C)N(C1=CC(=C(C=C1)F)Cl)C(=O)C2=CC=CC=C2,-8.17,10.5194/acp-23-10901-2023
flonicamid,N-(Cyanomethyl)-4-(trifluoromethyl)nicotinamide,water,c1cncc(c1C(F)(F)F)C(=O)NCC#N,-14.7,10.5194/acp-23-10901-2023
florasulam,"N-(2,6-Difluorophenyl)-8-fluoro-5-methoxy[1,2,4]triazolo[1,5-c]pyrimidine-2-sulfonamide",water,COc1ncc(c2n1nc(n2)S(=O)(=O)Nc3c(cccc3F)F)F,-13.1,10.5194/acp-23-10901-2023
fluazinam,"3-Chloro-N-[3-chloro-2,6-dinitro-4-(trifluoromethyl)phenyl]-5-(trifluoromethyl)-2-pyridinamine",water,c1c(cnc(c1Cl)Nc2c(cc(c(c2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,-2.71,10.5194/acp-23-10901-2023
flucythrinate,[cyano-(3-phenoxyphenyl)methyl] 2-[4-(difluoromethoxy)phenyl]-3-methylbutanoate,water,CC(C)C(C1=CC=C(C=C1)OC(F)F)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,-7.42,10.5194/acp-23-10901-2023
fludioxonil,"4-(2,2-difluoro-1,3-benzodioxol-4-yl)-1H-pyrrole-3-carbonitrile",water,C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,-10.5,10.5194/acp-23-10901-2023
flufenacet,"N-(4-Fluorophenyl)-N-isopropyl-2-{[5-(trifluoromethyl)-1,3,4-thiadiazol-2-yl]oxy}acetamide",water,CC(C)N(c1ccc(cc1)F)C(=O)COc2nnc(s2)C(F)(F)F,-9.04,10.5194/acp-23-10901-2023
flumioxazin,"2-[7-Fluoro-3-oxo-4-(2-propyn-1-yl)-3,4-dihydro-2H-1,4-benzoxazin-6-yl]-4,5,6,7-tetrahydro-1H-isoindole-1,3(2H)-dione",water,C#CCN1c2cc(c(cc2OCC1=O)F)N3C(=O)C4=C(C3=O)CCCC4,-6.27,10.5194/acp-23-10901-2023
fluoranthene,Fluoranthene,water,c1ccc-2c(c1)-c3cccc4c3c2ccc4,-4.31,10.5194/acp-23-10901-2023
fluorene,9H-Fluorene,water,c1ccc-2c(c1)Cc3c2cccc3,-3.42,10.5194/acp-23-10901-2023
fluoxastrobin,"(E)-1-[2-[6-(2-chlorophenoxy)-5-fluoropyrimidin-4-yl]oxyphenyl]-1-(5,6-dihydro-1,4,2-dioxazin-3-yl)-N-methoxymethanimine",water,CON=C(C1=CC=CC=C1OC2=C(C(=NC=N2)OC3=CC=CC=C3Cl)F)C4=NOCCO4,-14.1,10.5194/acp-23-10901-2023
flurazole,"Benzyl 2-chloro-4-(trifluoromethyl)-1,3-thiazole-5-carboxylate",water,c1ccc(cc1)COC(=O)c2c(nc(s2)Cl)C(F)(F)F,-6.82,10.5194/acp-23-10901-2023
fluridone,1-Methyl-3-phenyl-5-[3-(trifluoromethyl)phenyl]-4(1H)-pyridinone,water,Cn1cc(c(=O)c(c1)c2cccc(c2)C(F)(F)F)c3ccccc3,-8.83,10.5194/acp-23-10901-2023
flurprimidol,2-Methyl-1-(5-pyrimidinyl)-1-[4-(trifluoromethoxy)phenyl]-1-propanol,water,CC(C)C(c1ccc(cc1)OC(F)(F)F)(c2cncnc2)O,-9.92,10.5194/acp-23-10901-2023
fluthiacet-methyl,"Methyl ({2-chloro-4-fluoro-5-[(3-oxotetrahydro[1,3,4]thiadiazolo[3,4-a]pyridazin-1-ylidene)amino]phenyl}sulfanyl)acetate",water,COC(=O)CSc1cc(c(cc1Cl)F)N=c2n3n(c(=O)s2)CCCC3,-9.65,10.5194/acp-23-10901-2023
flutriafol,"1-(2-Fluorophenyl)-1-(4-fluorophenyl)-2-(1H-1,2,4-triazol-1-yl)ethanol",water,c1ccc(c(c1)C(Cn2cncn2)(c3ccc(cc3)F)O)F,-15.3,10.5194/acp-23-10901-2023
fluxofenim,"(1E)-1-(4-Chlorophenyl)-N-(1,3-dioxolan-2-ylmethoxy)-2,2,2-trifluoroethanimine",water,c1cc(ccc1/C(=N\OCC2OCCO2)/C(F)(F)F)Cl,-5.2,10.5194/acp-23-10901-2023
fructose,D-Fructose,water,C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,-17,10.5194/acp-23-10901-2023
galaxolide,"4,6,6,7,8,8-Hexamethyl-1,3,4,6,7,8-hexahydrocyclopenta[g]isochromene",water,CC1COCc2c1cc3c(c2)C(C(C3(C)C)C)(C)C,-3.1,10.5194/acp-23-10901-2023
gamma-gurjunene,"7-Isopropenyl-1,4-dimethyl-1,2,3,3a,4,5,6,7-octahydroazulene",water,CC1CCC(C=C2C1CCC2C)C(=C)C,0.119,10.5194/acp-23-10901-2023
gamma-neoclovene,"2,6,8,8-Tetramethyltricyclo[5.2.2.0~1,6~]undec-3-ene",water,CC1C=CCC2(C13CCC2C(C3)(C)C)C,0.196,10.5194/acp-23-10901-2023
glucose,D-Glucose,water,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O,-16.8,10.5194/acp-23-10901-2023
glyphosate,N-(Phosphonomethyl)glycine,water,C(C(=O)O)NCP(=O)(O)O,-13.2,10.5194/acp-23-10901-2023
guaiacylacetone,1-(4-Hydroxy-3-methoxyphenyl)acetone,water,CC(=O)Cc1ccc(c(c1)OC)O,-10.2,10.5194/acp-23-10901-2023
heptachlor,"1,5,7,8,9,10,10-Heptachlorotricyclo[5.2.1.0~2,6~]deca-3,8-diene",water,C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,-2.61,10.5194/acp-23-10901-2023
heptachlorepoxide,"1,6,8,9,10,11,11-Heptachloro-4-oxatetracyclo[6.2.1.0~2,7~.0~3,5~]undec-9-ene",water,C12C(C(C3C1O3)Cl)C4(C(=C(C2(C4(Cl)Cl)Cl)Cl)Cl)Cl,-4.2,10.5194/acp-23-10901-2023
hexamethyldisiloxane,Hexamethyldisiloxane,water,C[Si](C)(C)O[Si](C)(C)C,3.4,10.5194/acp-23-10901-2023
hexazinone,"3-Cyclohexyl-6-(dimethylamino)-1-methyl-1,3,5-triazine-2,4(1H,3H)-dione",water,Cn1c(nc(=O)n(c1=O)C2CCCCC2)N(C)C,-13.7,10.5194/acp-23-10901-2023
hexythiazox,"(4S,5S)-5-(4-Chlorophenyl)-N-cyclohexyl-4-methyl-2-oxo-1,3-thiazolidine-3-carboxamide",water,C[C@H]1[C@@H](SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(C=C3)Cl,-8.21,10.5194/acp-23-10901-2023
hydramethylnon,"2-({(1E,4E)-1,5-Bis[4-(trifluoromethyl)phenyl]-1,4-pentadien-3-ylidene}hydrazono)-5,5-dimethylhexahydropyrimidine",water,CC1(CNC(=NN=C(/C=C/c2ccc(cc2)C(F)(F)F)/C=C/c3ccc(cc3)C(F)(F)F)NC1)C,-5.52,10.5194/acp-23-10901-2023
hydroxyethylmethacrylate,2-Hydroxyethyl methacrylate,water,CC(=C)C(=O)OCCO,-6.9,10.5194/acp-23-10901-2023
ibuprofen,2-(4-Isobutylphenyl)propanoic acid,water,CC(C)Cc1ccc(cc1)C(C)C(=O)O,-7.11,10.5194/acp-23-10901-2023
imiprothrin,"[2,5-Dioxo-3-(2-propyn-1-yl)-1-imidazolidinyl]methyl 2,2-dimethyl-3-(2-methyl-1-propen-1-yl)cyclopropanecarboxylate",water,CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)CN(C2=O)CC#C)C,-11.7,10.5194/acp-23-10901-2023
indane,Indane,water,c1ccc2c(c1)CCC2,-1.4,10.5194/acp-23-10901-2023
indanofan,"2-{[2-(3-Chlorophenyl)-2-oxiranyl]methyl}-2-ethyl-1H-indene-1,3(2H)-dione",water,CCC1(C(=O)C2=CC=CC=C2C1=O)CC3(CO3)C4=CC(=CC=C4)Cl,-10.3,10.5194/acp-23-10901-2023
"indeno-1,2,3-cd-pyrene","Indeno[1,2,3-cd]pyrene",water,c1ccc-2c(c1)-c3ccc4ccc5cccc6c5c4c3c2c6,-6.63,10.5194/acp-23-10901-2023
indoxacarb,"methyl 7-chloro-2-[methoxycarbonyl-[4-(trifluoromethoxy)phenyl]carbamoyl]-3,5-dihydroindeno[1,2-e][1,3,4]oxadiazine-4a-carboxylate",water,COC(=O)C12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl,-10.3,10.5194/acp-23-10901-2023
isazophos,"O-(5-Chloro-1-isopropyl-1H-1,2,4-triazol-3-yl) O,O-diethyl phosphorothioate",water,CCOP(=S)(OCC)Oc1nc(n(n1)C(C)C)Cl,-6.37,10.5194/acp-23-10901-2023
isofenphos,Isopropyl 2-{[ethoxy(isopropylamino)phosphorothioyl]oxy}benzoate,water,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-7.47,10.5194/acp-23-10901-2023
isosativene,"6-Isopropyl-3-methyl-2-methylenetricyclo[5.2.1.0~3,8~]decane",water,CC(C)C1CCC2(C3C1CC(C3)C2=C)C,0.02,10.5194/acp-23-10901-2023
isouron,"1,1-Dimethyl-3-[5-(2-methyl-2-propanyl)-1,2-oxazol-3-yl]urea",water,CC(C)(C)c1cc(no1)NC(=O)N(C)C,-11.3,10.5194/acp-23-10901-2023
isoxaben,"2,6-Dimethoxy-N-[3-(3-methyl-3-pentanyl)-1,2-oxazol-5-yl]benzamide",water,CCC(C)(CC)c1cc(on1)NC(=O)c2c(cccc2OC)OC,-9.94,10.5194/acp-23-10901-2023
levoglucosan,"(1R,2S,3S,4R,5R)-6,8-Dioxabicyclo[3.2.1]octane-2,3,4-triol",water,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O1)O2)O)O)O,-19.2,10.5194/acp-23-10901-2023
limonene,4-Isopropenyl-1-methylcyclohexene,water,CC1=CCC(CC1)C(=C)C,-0.0905,10.5194/acp-23-10901-2023
linalool,"3,7-Dimethyl-1,6-octadien-3-ol",water,CC(=CCCC(C)(C=C)O)C,-3.68,10.5194/acp-23-10901-2023
malathion,diethyl 2-dimethoxyphosphinothioylsulfanylbutanedioate,water,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,-6.40519193253783,10.5194/acp-23-10901-2023
mannose,D-Mannose,water,C([C@H]([C@H]([C@@H]([C@@H](C=O)O)O)O)O)O,-17,10.5194/acp-23-10901-2023
metalaxyl,"Methyl N-(2,6-dimethylphenyl)-N-(methoxyacetyl)alaninate",water,Cc1cccc(c1N(C(C)C(=O)OC)C(=O)COC)C,-9.43,10.5194/acp-23-10901-2023
methacrolein,Methacrylaldehyde,water,CC(=C)C=O,-2.79,10.5194/acp-23-10901-2023
methylal,Dimethoxymethane,water,COCOC,-2.97,10.5194/acp-23-10901-2023
methyljasmonate,"Methyl {(1S,2S)-3-oxo-2-[(2E)-2-penten-1-yl]cyclopentyl}acetate",water,CC/C=C/C[C@H]1[C@@H](CCC1=O)CC(=O)OC,-6.95,10.5194/acp-23-10901-2023
metobromuron,3-(4-Bromophenyl)-1-methoxy-1-methylurea,water,CN(C(=O)Nc1ccc(cc1)Br)OC,-9.41,10.5194/acp-23-10901-2023
metominostrobin,(2Z)-2-(Methoxyimino)-N-methyl-2-(2-phenoxyphenyl)acetamide,water,CNC(=O)/C(=N\OC)/c1ccccc1Oc2ccccc2,-10.6,10.5194/acp-23-10901-2023
mirex,"1,2,3,4,5,5,6,7,8,9,10,10-dodecachloropentacyclo[5.3.0.02,6.03,9.04,8]decane",water,ClC12C3(Cl)C4(Cl)C5(Cl)C(Cl)(C1(Cl)C4(Cl)Cl)C2(Cl)C(Cl)(Cl)C35Cl,-2.01,10.5194/acp-23-10901-2023
monodesmethylisoproturon,N-(4-Isopropylphenyl)-N'-methylcarbamimidic acid,water,CC(C)c1ccc(cc1)N/C(=N/C)/O,-12.1,10.5194/acp-23-10901-2023
n-nitrosodiphenylamine,N-Nitroso-N-phenylaniline,water,c1ccc(cc1)N(c2ccccc2)N=O,-1.82,10.5194/acp-23-10901-2023
naled,"1,2-Dibromo-2,2-dichloroethyl dimethyl phosphate",water,COP(=O)(OC)OC(C(Cl)(Cl)Br)Br,-3.51,10.5194/acp-23-10901-2023
nitronaphtalene,1-Nitronaphthalene,water,c1ccc2c(c1)cccc2[N+](=O)[O-],-5.53,10.5194/acp-23-10901-2023
nonamethylcyclopentasiloxanol,"2,4,4,6,6,8,8,10,10-Nonamethyl-1,3,5,7,9,2,4,6,8,10-pentoxapentasilecan-2-ol",water,C[Si]1(O)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,1.04,10.5194/acp-23-10901-2023
norflurazon,4-Chloro-5-(methylamino)-2-[3-(trifluoromethyl)phenyl]-3(2H)-pyridazinone,water,CNc1cnn(c(=O)c1Cl)c2cccc(c2)C(F)(F)F,-10.7,10.5194/acp-23-10901-2023
"octaamethyltetrasiloxane-1,7-diol","1,1,3,3,5,5,7,7-Octamethyltetrasiloxane-1,7-diol",water,C[Si](C)(O)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O,-1.13,10.5194/acp-23-10901-2023
octachlorodibenzo-p-dioxin,Octachlorooxanthrene,water,c12c(c(c(c(c1Cl)Cl)Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,-4.87,10.5194/acp-23-10901-2023
octachloronaphtalene,Octachloronaphthalene,water,c12c(c(c(c(c1Cl)Cl)Cl)Cl)c(c(c(c2Cl)Cl)Cl)Cl,-4.74,10.5194/acp-23-10901-2023
octamethyltrisiloxane,Octamethyltrisiloxane,water,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,4.19,10.5194/acp-23-10901-2023
oxadiazon,"3-(2,4-Dichloro-5-isopropoxyphenyl)-5-(2-methyl-2-propanyl)-1,3,4-oxadiazol-2(3H)-one",water,CC(C)Oc1cc(c(cc1Cl)Cl)n2c(=O)oc(n2)C(C)(C)C,-7.56,10.5194/acp-23-10901-2023
p-menthane,1-Isopropyl-4-methylcyclohexane,water,CC1CCC(CC1)C(C)C,2.53,10.5194/acp-23-10901-2023
p-tert-octylphenol,"4-(2,4,4-Trimethyl-2-pentanyl)phenol",water,CC(C)(C)CC(C)(C)c1ccc(cc1)O,-5.12,10.5194/acp-23-10901-2023
paraldehyde,"2,4,6-Trimethyl-1,3,5-trioxane",water,CC1OC(OC(O1)C)C,-4.31,10.5194/acp-23-10901-2023
parathion,"O,O-Diethyl O-(4-nitrophenyl) phosphorothioate",water,CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-],-7.47,10.5194/acp-23-10901-2023
pcb-129,"2,2',3,3',4,5-Hexachlorobiphenyl",water,c1cc(c(c(c1)Cl)Cl)c2cc(c(c(c2Cl)Cl)Cl)Cl,-3.99,10.5194/acp-23-10901-2023
pcde-187,"1,2,4,5-Tetrachloro-3-(2,4,5-trichlorophenoxy)benzene",water,c1c(c(cc(c1Cl)Cl)Cl)Oc2c(c(cc(c2Cl)Cl)Cl)Cl,-1.72,10.5194/acp-23-10901-2023
penoxaline,"3,4-Dimethyl-2,6-dinitro-N-(3-pentanyl)aniline",water,CCC(CC)Nc1c(cc(c(c1[N+](=O)[O-])C)C)[N+](=O)[O-],-6.1,10.5194/acp-23-10901-2023
penoxsulam,"2-(2,2-difluoroethoxy)-N-(5,8-dimethoxy-[1,2,4]triazolo[1,5-c]pyrimidin-2-yl)-6-(trifluoromethyl)benzenesulfonamide",water,COC1=CN=C(N2C1=NC(=N2)NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)OC,-22.3,10.5194/acp-23-10901-2023
pentadecalacetone,Oxacyclohexadecan-2-one,water,C1CCCCCCCOC(=O)CCCCCC1,-1.36,10.5194/acp-23-10901-2023
pentaerythritol,Pentaerythritol,water,C(C(CO)(CO)CO)O,-19.4,10.5194/acp-23-10901-2023
pentamethylsiloxanol,hydroxy-dimethyl-trimethylsilyloxysilane,water,C[Si](C)(C)O[Si](C)(C)O,-0.351,10.5194/acp-23-10901-2023
pentylcyclopentane,Pentylcyclopentane,water,CCCCCC1CCCC1,2.57,10.5194/acp-23-10901-2023
peroxyisobutyrylnitrate,2-Methyl-1-(nitroperoxy)-1-propanone,water,CC(C)C(=O)OO[N+](=O)[O-],-1.9,10.5194/acp-23-10901-2023
perylene,perylene,water,C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2  ,-5.22,10.5194/acp-23-10901-2023
phenmedipham,[3-(methoxycarbonylamino)phenyl] N-(3-methylphenyl)carbamate,water,CC1=CC(=CC=C1)NC(=O)OC2=CC=CC(=C2)NC(=O)OC,-14.3,10.5194/acp-23-10901-2023
phenoxymethyl-oxirane,2-(Phenoxymethyl)oxirane,water,c1ccc(cc1)OCC2CO2,-5.99,10.5194/acp-23-10901-2023
phenylacetylene,Ethynylbenzene,water,C#Cc1ccccc1,-2.18,10.5194/acp-23-10901-2023
phtalicanhydride,"2-Benzofuran-1,3-dione",water,c1ccc2c(c1)C(=O)OC2=O,-8.43,10.5194/acp-23-10901-2023
pinoxaden,"[8-(2,6-diethyl-4-methylphenyl)-7-oxo-1,2,4,5-tetrahydropyrazolo[1,2-d][1,4,5]oxadiazepin-9-yl] 2,2-dimethylpropanoate",water,CCC1=CC(=CC(=C1C2=C(N3CCOCCN3C2=O)OC(=O)C(C)(C)C)CC)C,-12.9,10.5194/acp-23-10901-2023
pirimor,"2-(Dimethylamino)-5,6-dimethyl-4-pyrimidinyl dimethylcarbamate",water,Cc1c(nc(nc1OC(=O)N(C)C)N(C)C)C,-10.2,10.5194/acp-23-10901-2023
prochloraz,"N-propyl-N-[2-(2,4,6-trichlorophenoxy)ethyl]imidazole-1-carboxamide",water,CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1,-8.42,10.5194/acp-23-10901-2023
profenofos,O-(4-Bromo-2-chlorophenyl) O-ethyl S-propyl phosphorothioate,water,CCCSP(=O)(OCC)Oc1ccc(cc1Cl)Br,-8.25,10.5194/acp-23-10901-2023
prothioconazole,"2-[2-(1-Chlorocyclopropyl)-3-(2-chlorophenyl)-2-hydroxypropyl]-1,2-dihydro-3H-1,2,4-triazole-3-thione",water,c1ccc(c(c1)CC(Cn2c(=S)nc[nH]2)(C3(CC3)Cl)O)Cl,-10.6,10.5194/acp-23-10901-2023
pyrene,Pyrene,water,c1cc2ccc3cccc4c3c2c(c1)cc4,-4.32,10.5194/acp-23-10901-2023
quinomethionate,"6-Methyl[1,3]dithiolo[4,5-b]quinoxalin-2-one",water,Cc1ccc2c(c1)nc3c(n2)sc(=O)s3,-7.64,10.5194/acp-23-10901-2023
salicylaldehyde,Salicylaldehyde,water,c1ccc(c(c1)C=O)O,-4.69,10.5194/acp-23-10901-2023
simazine,"6-chloro-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine",water,CCNC1=NC(=NC(=N1)Cl)NCC,-10.087048828662,10.5194/acp-23-10901-2023
spirodiclofen,"3-(2,4-Dichlorophenyl)-2-oxo-1-oxaspiro[4.5]dec-3-en-4-yl 2,2-dimethylbutanoate",water,CCC(C)(C)C(=O)OC1=C(C(=O)OC12CCCCC2)c3ccc(cc3Cl)Cl,-7.67,10.5194/acp-23-10901-2023
sulfallate,"2-chloroprop-2-enyl N,N-diethylcarbamodithioate",water,CCN(CC)C(=S)SCC(=C)Cl,-4.87058301193315,10.5194/acp-23-10901-2023
syringylacetone,"4-(4-Hydroxy-3,5-dimethoxyphenyl)-2-butanone",water,CC(=O)CCc1cc(c(c(c1)OC)O)OC,-12.9,10.5194/acp-23-10901-2023
teflubenzuron,"N-[(3,5-Dichloro-2,4-difluorophenyl)carbamoyl]-2,6-difluorobenzamide",water,c1cc(c(c(c1)F)C(=O)NC(=O)Nc2cc(c(c(c2F)Cl)F)Cl)F,-11.2,10.5194/acp-23-10901-2023
tetrabromopisphenol-a,"4,4'-(2,2-Propanediyl)bis(2,6-dibromophenol)",water,CC(C)(c1cc(c(c(c1)Br)O)Br)c2cc(c(c(c2)Br)O)Br,-7.88,10.5194/acp-23-10901-2023
tetrachlorvinphos,"(Z)-2-Chloro-1-(2,4,5-trichlorophenyl)vinyl dimethyl phosphate",water,COP(=O)(OC)O/C(=C\Cl)/c1cc(c(cc1Cl)Cl)Cl,-9.73,10.5194/acp-23-10901-2023
tetraconazole,"1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole",water,c1cc(c(cc1Cl)Cl)C(Cn2cncn2)COC(C(F)F)(F)F,-9.22,10.5194/acp-23-10901-2023
tetralin,"1,2,3,4-Tetrahydronaphthalene",water,c1ccc2c(c1)CCCC2,-1.64,10.5194/acp-23-10901-2023
tetramethrin,"(1,3-Dioxo-1,3,4,5,6,7-hexahydro-2H-isoindol-2-yl)methyl 2,2-dimethyl-3-(2-methyl-1-propen-1-yl)cyclopropanecarboxylate",water,CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C,-5.67,10.5194/acp-23-10901-2023
thfensulfuron-methyl,"Methyl 3-{[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoyl]sulfamoyl}-2-thiophenecarboxylate",water,Cc1nc(nc(n1)OC)NC(=O)NS(=O)(=O)c2ccsc2C(=O)OC,-16.3,10.5194/acp-23-10901-2023
thiazopyr,"methyl 2-(difluoromethyl)-5-(4,5-dihydro-1,3-thiazol-2-yl)-4-(2-methylpropyl)-6-(trifluoromethyl)pyridine-3-carboxylate",water,CC(C)CC1=C(C(=NC(=C1C(=O)OC)C(F)F)C(F)(F)F)C2=NCCS2,-6.43,10.5194/acp-23-10901-2023
thujone,1-Isopropyl-4-methylbicyclo[3.1.0]hexan-3-one,water,CC1C2CC2(CC1=O)C(C)C,-3.27,10.5194/acp-23-10901-2023
tolylfluanid,"N-{[Dichloro(fluoro)methyl]sulfanyl}-N',N'-dimethyl-N-(4-methylphenyl)sulfuric diamide",water,Cc1ccc(cc1)N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C,-6.15,10.5194/acp-23-10901-2023
